domain,matrix,n,nnz,strict_diag_dominant,weak_diag_dominant,l_matrix,symmetric,spd,h_matrix,m_matrix,property_a_proxy,rho_jacobi,rho_gauss_seidel,rho_comparison,hypothesis_class,jacobi_converges_predicted,gs_converges_predicted,jacobi_verdict,gs_verdict,jacobi_iterations_needed,gs_iterations_needed,optimal_omega,rho_jacobi_method,rho_gs_method,status,seconds
optimal_control_problem,dynamicSoaringProblem_2,1591.0,15588.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02481095500002084
random_matrices,rand_062_n102,102.0,10404.0,False,False,False,False,False,False,False,False,48.72068785872449,4.7776502572600996e+25,229.88870982276674,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.04692640400003256
chemical_process_simulation_problem,extr1b,2836.0,11404.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.046154245000025185
undirected_weighted_graph,cnae9_10NN,1080.0,18278.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.0383014799999728
theoretical_quantum_chemistry_problem,Si2,769.0,17801.0,False,False,False,True,False,False,False,False,1.3233365401051627,1.0531059348960732,1.3310293185802,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,1.8445260710000184
optimal_control_problem,spaceStation_6,1111.0,17595.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03725245399994037
structural_problem,bcsstm12,1473.0,19659.0,False,False,False,True,True,False,False,False,3.28559343848109,0.9972858634698146,3.3022078279606433,spd,False,True,diverges,converges,inf,6777.7251050861305,,exact_eig,exact_eig,analysed,8.990683094000019
optimal_control_problem,spaceStation_10,1272.0,17478.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.039482320000047366
random_matrices,rand_063_n107,107.0,11449.0,False,False,False,False,False,False,False,False,131.09364208370457,9.563938475642882e+22,297.158083183552,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.04699250499993468
optimal_control_problem,spaceStation_7,1134.0,18252.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.032981717999973625
electromagnetics_problem,dw1024,2048.0,10114.0,False,False,False,False,False,False,False,True,288.5821948529048,83279.68318611923,288.849678394718,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.03797988899998472
electromagnetics_problem,dw2048,2048.0,10114.0,False,False,False,False,False,False,False,True,288.5821948529037,83279.6831861193,288.8496783947144,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.028432447999989563
optimal_control_problem,freeFlyingRobot_4,2358.0,18218.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.10048417600000903
structural_problem,bcsstk10,1086.0,22070.0,False,False,False,True,True,False,False,False,2.7634966385456816,0.9995329765604716,3.6244499591559536,spd,False,True,diverges,too_slow,inf,39433.521758174924,,exact_eig,exact_eig,analysed,6.5750956279999855
optimal_control_problem,reorientation_2,1544.0,17910.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,5.081983777999994
structural_problem,bcsstm10,1086.0,22092.0,False,False,False,True,False,False,False,False,3.727226191134494,10.874148007352506,4.476420727462823,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,3.1901711990000194
model_reduction_problem,spiral,1434.0,18228.0,False,False,False,True,False,False,False,False,18.854555732824878,0.9996483314726686,18.85783211549616,none,False,True,diverges,too_slow,inf,52371.594657624904,,exact_eig,exact_eig,analysed,3.9666616350000368
undirected_weighted_graph,Binaryalphadigs_10NN,1404.0,19392.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.0495844729999817
optimal_control_problem,spaceStation_8,1157.0,18945.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03017134200001692
structural_problem,bcsstk21,3600.0,26600.0,False,False,False,True,True,False,False,True,0.9999354530973751,0.9998709109471542,1.6376559213363024,spd,True,True,too_slow,too_slow,285375.2153786937,142688.25557389949,1.9775317545783337,arpack,arpack,analysed,7.414877324000031
optimization_problem,c-20,2921.0,22685.0,False,False,False,True,False,False,False,True,857462.2286082881,735241473261.6727,891402.9664081899,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.15986943200005044
structural_problem,bcsstm34,588.0,24270.0,False,False,False,True,False,False,False,False,871.0544211284205,51388733.186236985,872.8667680305609,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.9437757460000284
optimal_control_problem,spaceStation_11,1364.0,18954.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.04032373600000483
random_matrices,rand_064_n111,111.0,12321.0,False,False,False,False,False,False,False,False,62.56051169481378,1.9137998615366982e+23,243.47074850953905,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.05033917899993412
optimal_control_problem,spaceStation_9,1180.0,19674.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03247758800000611
electromagnetics_problem,mhd3200b,3200.0,18316.0,False,False,False,True,True,False,False,False,1.3390036838925738,0.9332018763884271,1.48626929951978,spd,False,True,diverges,converges,inf,266.44998383986643,,arpack,arpack,analysed,5.494685683000057
directed_weighted_graph,cage8,1015.0,11003.0,False,False,False,False,False,True,False,False,0.965733246510138,0.26187738492241763,0.9657332465101383,h_matrix,True,True,converges,converges,528.3032790695418,13.748019318610014,1.587885455269,exact_eig,exact_eig,analysed,2.414282893999939
statistical_mathematical_problem,rw5151,5151.0,20199.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.043945156000063434
optimization_problem,c-19,2327.0,21817.0,False,False,False,True,False,False,False,True,1040558.4608770345,1082761910657.7153,1063933.3803079724,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.12392333800005417
random_matrices,rand_065_n113,113.0,12769.0,False,False,False,False,False,False,False,False,114.57977559746135,1.7131838911677004e+30,399.3608572457318,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.04892926100001205
optimal_control_problem,spaceStation_12,1410.0,19728.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03731063500003984
computational_fluid_dynamics_problem,bcsstm13,2003.0,21943.0,False,False,False,True,True,False,False,False,,,,spd,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,3.4611956310000096
computational_fluid_dynamics_problem,rdb3200l,3200.0,18880.0,False,False,False,False,False,False,False,True,1.0926126610950304,1.1938028560823462,1.247367724021217,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.068703811999967
undirected_weighted_graph,plantstexture_10NN,1599.0,21204.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.033103347999940524
random_matrices,rand_066_n116,116.0,13456.0,False,False,False,False,False,False,False,False,92.24426224473603,9.433199510061891e+26,290.6157456526851,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.05058225000004768
2d_3d_problem,pde2961,2961.0,14585.0,False,False,False,False,False,False,False,True,0.9871600883459698,0.9744847800075161,1.0112609758453275,property_a_proxy,True,True,converges,converges,1425.4121498492163,712.6987173406451,1.7245333414601525,arpack,arpack,analysed,0.131661824000048
undirected_weighted_graph,Plants_10NN,1600.0,21930.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03695721700000831
optimal_control_problem,kineticBatchReactor_1,2052.0,20600.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.030566367999995236
undirected_weighted_graph,semeion_10NN,1593.0,22226.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.026228424999999334
undirected_weighted_graph,dataset18mfeatmorphological_10NN,2000.0,22832.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.0771008049999864
circuit_simulation_problem,adder_dcop_05,1813.0,11097.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02361923000000843
circuit_simulation_problem,adder_dcop_04,1813.0,11107.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02236048099996424
circuit_simulation_problem,init_adder1,1813.0,11156.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02385097000001224
circuit_simulation_problem,adder_dcop_01,1813.0,11156.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02125724400002582
circuit_simulation_problem,adder_dcop_03,1813.0,11148.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023464396999997916
computational_fluid_dynamics_problem,ex33,1733.0,22189.0,False,False,False,True,True,False,False,False,2.9281237255594967,0.9999999999482049,3.8519764748839713,spd,False,True,diverges,too_slow,inf,355645076435.66125,,exact_eig,exact_eig,analysed,11.489521962000026
circuit_simulation_problem,adder_dcop_02,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.033099697000011474
circuit_simulation_problem,adder_dcop_07,1813.0,11226.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.027535505000059857
circuit_simulation_problem,adder_dcop_06,1813.0,11224.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.039888633000032314
circuit_simulation_problem,adder_dcop_08,1813.0,11242.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03261132199997974
circuit_simulation_problem,adder_dcop_10,1813.0,11232.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.026589376000060838
circuit_simulation_problem,adder_dcop_09,1813.0,11239.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.06841842400001497
circuit_simulation_problem,adder_dcop_11,1813.0,11243.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02691050600003564
circuit_simulation_problem,adder_dcop_14,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02278384700002789
circuit_simulation_problem,adder_dcop_12,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022673435999990943
circuit_simulation_problem,adder_dcop_13,1813.0,11245.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02344918799997231
circuit_simulation_problem,adder_dcop_15,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02247062799995092
circuit_simulation_problem,adder_dcop_16,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022411987000054978
computational_fluid_dynamics_problem,DK01R,903.0,11766.0,False,False,False,False,False,False,False,False,140.1002843055059,27464.576494313053,147.88576029484443,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,2.362551735000011
circuit_simulation_problem,adder_dcop_19,1813.0,11245.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03210930399995959
circuit_simulation_problem,adder_dcop_17,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03627590799999325
circuit_simulation_problem,adder_dcop_18,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02158455699998285
circuit_simulation_problem,adder_dcop_21,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022399902999950427
circuit_simulation_problem,adder_dcop_20,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.024584643000025608
circuit_simulation_problem,adder_dcop_22,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02373333499997443
circuit_simulation_problem,adder_dcop_25,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.09522463799999059
circuit_simulation_problem,adder_dcop_24,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021443830999942293
circuit_simulation_problem,adder_dcop_23,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.025087580999979764
circuit_simulation_problem,adder_dcop_26,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023228781000057097
circuit_simulation_problem,adder_dcop_27,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022202245000016774
circuit_simulation_problem,adder_dcop_31,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022282568000036918
circuit_simulation_problem,adder_dcop_33,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.0217819539999482
circuit_simulation_problem,adder_dcop_34,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.020987515999991047
circuit_simulation_problem,adder_dcop_32,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.026354501000014352
circuit_simulation_problem,adder_dcop_35,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021919634000028054
circuit_simulation_problem,adder_dcop_29,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021941344999959256
circuit_simulation_problem,adder_dcop_28,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02310215700003937
circuit_simulation_problem,adder_dcop_36,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021630615999924885
circuit_simulation_problem,adder_dcop_30,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022912270000006174
circuit_simulation_problem,adder_dcop_38,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.024540986000033627
circuit_simulation_problem,adder_dcop_37,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023395766000021467
circuit_simulation_problem,adder_dcop_39,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.025888603999987936
circuit_simulation_problem,adder_dcop_46,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02675996400000713
circuit_simulation_problem,adder_dcop_40,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023462289999997665
circuit_simulation_problem,adder_dcop_49,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.024404631999914272
circuit_simulation_problem,adder_dcop_50,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02622712100003355
circuit_simulation_problem,adder_dcop_57,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.025849680999954217
circuit_simulation_problem,adder_dcop_56,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022751157000016065
circuit_simulation_problem,adder_dcop_51,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.025686318999987634
circuit_simulation_problem,adder_dcop_53,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02305483199995706
circuit_simulation_problem,adder_dcop_61,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02397945699999582
circuit_simulation_problem,adder_dcop_58,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023232631000041692
circuit_simulation_problem,adder_dcop_65,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021748257000012927
circuit_simulation_problem,adder_dcop_69,1813.0,11246.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02936266799997611
circuit_simulation_problem,adder_dcop_43,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.025264217999961147
circuit_simulation_problem,adder_dcop_62,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02494203399999151
circuit_simulation_problem,adder_dcop_63,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02431007900008808
circuit_simulation_problem,adder_dcop_52,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02661190000003444
circuit_simulation_problem,adder_dcop_59,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023000454999987596
circuit_simulation_problem,adder_dcop_48,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.027721091999978853
circuit_simulation_problem,adder_dcop_60,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02203389800001787
circuit_simulation_problem,adder_dcop_47,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023140776999980517
circuit_simulation_problem,adder_dcop_41,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023471975999996175
circuit_simulation_problem,adder_dcop_68,1813.0,11246.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02859280600000602
circuit_simulation_problem,adder_dcop_66,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02371868000000177
circuit_simulation_problem,adder_dcop_45,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.05312419599999885
circuit_simulation_problem,adder_dcop_67,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02501695999990261
circuit_simulation_problem,adder_dcop_64,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.022668296000006194
circuit_simulation_problem,adder_dcop_44,1813.0,11245.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.026470540999980585
circuit_simulation_problem,adder_dcop_55,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.026596429000051103
circuit_simulation_problem,adder_dcop_42,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.023980304000019714
circuit_simulation_problem,adder_dcop_54,1813.0,11246.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02376140600006238
chemical_process_simulation_problem,radfr1,1048.0,13299.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.021803541000053883
random_matrices,rand_067_n121,121.0,14641.0,False,False,False,False,False,False,False,False,75.32991001555291,3.063638743170779e+31,254.80891618761038,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.054703945999904136
power_network_problem,TSOPF_FS_b9_c1,2454.0,25032.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.04035472900000059
materials_problem,cryg2500,2500.0,12349.0,False,False,False,False,False,False,False,True,42.99850283699697,1848.8712462232372,42.998502836997325,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.03727880999997524
optimal_control_problem,spaceStation_13,1617.0,23649.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.04218748799996774
2d_3d_problem,cz1268,1268.0,12786.0,False,False,False,False,False,False,False,True,0.999961350768093,0.999922892884986,1.0175813536568499,property_a_proxy,True,True,too_slow,too_slow,476602.6091645134,238888.07859968866,1.9825695075310135,exact_eig,exact_eig,analysed,4.088602923000053
optimal_control_problem,spaceShuttleEntry_2,1428.0,24073.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.0366876069999762
structural_problem,msc01050,1050.0,29156.0,False,False,False,True,True,False,False,False,4.069304780302035,0.9999999999998146,4.6959024323353535,spd,False,True,diverges,too_slow,inf,99352540041158.16,,exact_eig,exact_eig,analysed,6.234811897999975
optimal_control_problem,freeFlyingRobot_5,2878.0,24582.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.1639048010000579
optimal_control_problem,spaceStation_14,1640.0,24324.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.031718139999952655
undirected_weighted_graph,plantsmargin_12NN,1600.0,25482.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.02813898900001277
random_matrices,rand_068_n126,126.0,15876.0,False,False,False,False,False,False,False,False,327.1435824276287,3.519265311456528e+34,825.0707121294381,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.055894684000008965
semiconductor_device_problem,wang1,2903.0,19093.0,False,False,True,False,False,True,True,True,0.9975742101369581,0.9951541467030665,0.99757412822623,m_matrix,True,True,converges,converges,7584.469549487062,3792.1108059672874,1.869838611390045,arpack,arpack,analysed,0.10959735500000534
semiconductor_device_problem,wang2,2903.0,19093.0,False,False,True,False,False,True,True,True,0.9988859501065427,0.9977731127362097,0.9988859321155373,m_matrix,True,True,too_slow,converges,16525.66744733125,8262.727544675647,1.9098738120488385,arpack,arpack,analysed,0.16628531000003477
undirected_weighted_graph,MISKnowledgeMap,2427.0,57022.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.06107149100000697
optimization_problem,c-22,3792.0,28872.0,False,False,False,True,False,False,False,True,1330965.3283395416,1771468705820.026,1384595.6869370625,property_a_proxy,False,False,diverges,diverges,inf,inf,,arpack,arpack,analysed,0.5812189040000248
computational_fluid_dynamics_problem,olm5000,5000.0,19996.0,False,False,False,False,False,False,False,False,4.242712523568809,inf,4.772098359353981,none,False,False,diverges,diverges,inf,inf,,arpack,power_iteration_unconverged,analysed,4.1245989680001
computational_fluid_dynamics_problem,shyy41,4720.0,20042.0,False,False,False,False,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.033132625000007465
undirected_weighted_graph,dataset22mfeatzernike_10NN,2000.0,27414.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.05195510999999442
undirected_weighted_graph,dataset12mfeatfactors_10NN,2000.0,27442.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.040465944999937165
optimal_control_problem,freeFlyingRobot_6,3358.0,27030.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.0960683110000673
random_matrices,rand_069_n131,131.0,17161.0,False,False,False,False,False,False,False,False,135.82246955460684,4.1342675187257986e+36,486.4279244013921,none,False,False,diverges,diverges,inf,inf,,exact_eig,exact_eig,analysed,0.05908660099998997
undirected_weighted_graph,dataset16mfeatkarhunen_10NN,2000.0,27668.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.04898231900006067
undirected_weighted_graph,dataset20mfeatpixel_10NN,2000.0,27932.0,False,False,False,True,False,False,False,False,,,,none,False,False,diverges,diverges,inf,inf,,not_applicable,not_applicable,analysed,0.03411216799997874
structural_problem,bcsstk26,1922.0,30336.0,False,False,False,True,True,False,False,False,3.7619958710620853,0.9999006956940849,3.855915718492753,spd,False,True,diverges,too_slow,inf,185488.0906987577,,exact_eig,exact_eig,analysed,15.895380382999974
