matrix,method,best,mc64,none
hydr1c,Gauss-Seidel,False,False,False
hydr1c,Jacobi,False,False,False
hydr1c,SOR,False,False,False
impcol_a,Gauss-Seidel,False,False,False
impcol_a,Jacobi,False,False,False
impcol_a,SOR,False,False,False
impcol_b,Gauss-Seidel,False,False,False
impcol_b,Jacobi,False,False,False
impcol_b,SOR,True,True,False
impcol_c,Gauss-Seidel,False,False,False
impcol_c,Jacobi,False,False,False
impcol_c,SOR,False,False,False
impcol_d,Gauss-Seidel,False,False,False
impcol_d,Jacobi,False,False,False
impcol_d,SOR,False,False,False
impcol_e,Gauss-Seidel,False,True,False
impcol_e,Jacobi,False,False,False
impcol_e,SOR,False,False,False
indianpines_10NN,Gauss-Seidel,False,False,False
indianpines_10NN,Jacobi,False,False,False
indianpines_10NN,SOR,False,False,False
init_adder1,Gauss-Seidel,False,False,False
init_adder1,Jacobi,False,False,False
init_adder1,SOR,False,False,False
iprob,Gauss-Seidel,True,False,False
iprob,Jacobi,False,False,False
iprob,SOR,True,False,False
iris_dataset_30NN,Gauss-Seidel,False,False,False
iris_dataset_30NN,Jacobi,False,False,False
iris_dataset_30NN,SOR,False,False,False
jan99jac020,Gauss-Seidel,True,True,False
jan99jac020,Jacobi,False,False,False
jan99jac020,SOR,False,False,False
jan99jac020sc,Gauss-Seidel,True,True,False
jan99jac020sc,Jacobi,False,False,False
jan99jac020sc,SOR,False,False,False
kineticBatchReactor_1,Gauss-Seidel,False,False,False
kineticBatchReactor_1,Jacobi,False,False,False
kineticBatchReactor_1,SOR,False,False,False
kineticBatchReactor_2,Gauss-Seidel,False,False,False
kineticBatchReactor_2,Jacobi,False,False,False
kineticBatchReactor_2,SOR,False,False,False
kineticBatchReactor_3,Gauss-Seidel,False,False,False
kineticBatchReactor_3,Jacobi,False,False,False
kineticBatchReactor_3,SOR,False,False,False
kineticBatchReactor_4,Gauss-Seidel,False,False,False
kineticBatchReactor_4,Jacobi,False,False,False
kineticBatchReactor_4,SOR,False,False,False
kineticBatchReactor_5,Gauss-Seidel,False,False,False
kineticBatchReactor_5,Jacobi,False,False,False
kineticBatchReactor_5,SOR,False,False,False
kineticBatchReactor_6,Gauss-Seidel,False,False,False
kineticBatchReactor_6,Jacobi,False,False,False
kineticBatchReactor_6,SOR,False,False,False
kineticBatchReactor_7,Gauss-Seidel,False,False,False
kineticBatchReactor_7,Jacobi,False,False,False
kineticBatchReactor_7,SOR,False,False,False
kineticBatchReactor_8,Gauss-Seidel,False,False,False
kineticBatchReactor_8,Jacobi,False,False,False
kineticBatchReactor_8,SOR,False,False,False
kineticBatchReactor_9,Gauss-Seidel,False,False,False
kineticBatchReactor_9,Jacobi,False,False,False
kineticBatchReactor_9,SOR,False,False,False
kmnist_norm_10NN,Gauss-Seidel,False,False,False
kmnist_norm_10NN,Jacobi,False,False,False
kmnist_norm_10NN,SOR,False,False,False
laser,Gauss-Seidel,False,False,False
laser,Jacobi,False,False,False
laser,SOR,False,False,False
lhr01,Gauss-Seidel,False,False,False
lhr01,Jacobi,False,False,False
lhr01,SOR,False,False,False
lhr02,Gauss-Seidel,False,False,False
lhr02,Jacobi,False,False,False
lhr02,SOR,False,False,False
lhr04,Gauss-Seidel,False,False,False
lhr04,Jacobi,False,False,False
lhr04,SOR,False,False,False
lhr04c,Gauss-Seidel,False,False,False
lhr04c,Jacobi,False,False,False
lhr04c,SOR,False,False,False
lhr07,Gauss-Seidel,False,False,False
lhr07,Jacobi,False,False,False
lhr07,SOR,False,False,False
lhr07c,Gauss-Seidel,False,False,False
lhr07c,Jacobi,False,False,False
lhr07c,SOR,False,False,False
lns_131,Gauss-Seidel,False,False,False
lns_131,Jacobi,False,False,False
lns_131,SOR,False,False,False
lns_3937,Gauss-Seidel,False,False,False
lns_3937,Jacobi,False,False,False
lns_3937,SOR,False,False,False
lns_511,Gauss-Seidel,False,False,False
lns_511,Jacobi,False,False,False
lns_511,SOR,False,False,False
lnsp3937,Gauss-Seidel,False,False,False
lnsp3937,Jacobi,False,False,False
lnsp3937,SOR,False,False,False
lnsp_131,Gauss-Seidel,False,False,False
lnsp_131,Jacobi,False,False,False
lnsp_131,SOR,False,False,False
lnsp_511,Gauss-Seidel,False,False,False
lnsp_511,Jacobi,False,False,False
lnsp_511,SOR,False,False,False
lop163,Gauss-Seidel,False,False,False
lop163,Jacobi,False,False,False
lop163,SOR,False,False,False
lowThrust_2,Gauss-Seidel,False,False,False
lowThrust_2,Jacobi,False,False,False
lowThrust_2,SOR,False,False,False
lowThrust_3,Gauss-Seidel,False,False,False
lowThrust_3,Jacobi,False,False,False
lowThrust_3,SOR,False,False,False
lund_a,Gauss-Seidel,False,False,False
lund_a,Jacobi,False,False,False
lund_a,SOR,True,True,True
lund_b,Gauss-Seidel,True,True,True
lund_b,Jacobi,False,False,False
lund_b,SOR,True,True,True
lung1,Gauss-Seidel,False,False,False
lung1,Jacobi,False,False,False
lung1,SOR,False,False,False
mahindas,Gauss-Seidel,False,False,False
mahindas,Jacobi,False,False,False
mahindas,SOR,False,False,False
mark3jac020,Gauss-Seidel,False,False,False
mark3jac020,Jacobi,False,False,False
mark3jac020,SOR,False,False,False
mark3jac020sc,Gauss-Seidel,False,False,False
mark3jac020sc,Jacobi,False,False,False
mark3jac020sc,SOR,False,False,False
mcca,Gauss-Seidel,True,False,False
mcca,Jacobi,False,False,False
mcca,SOR,False,False,False
mcfe,Gauss-Seidel,False,False,False
mcfe,Jacobi,False,False,False
mcfe,SOR,False,False,False
meg1,Gauss-Seidel,False,False,False
meg1,Jacobi,False,False,False
meg1,SOR,False,False,False
meg4,Gauss-Seidel,True,True,False
meg4,Jacobi,True,True,False
meg4,SOR,True,True,False
mesh1e1,Gauss-Seidel,True,True,True
mesh1e1,Jacobi,True,True,True
mesh1e1,SOR,True,True,True
mesh1em1,Gauss-Seidel,True,True,True
mesh1em1,Jacobi,True,True,True
mesh1em1,SOR,True,True,True
mesh1em6,Gauss-Seidel,True,True,True
mesh1em6,Jacobi,True,True,True
mesh1em6,SOR,True,True,True
mesh2e1,Gauss-Seidel,True,True,True
mesh2e1,Jacobi,True,True,True
mesh2e1,SOR,True,True,True
mesh2em5,Gauss-Seidel,True,True,True
mesh2em5,Jacobi,True,True,True
mesh2em5,SOR,True,True,True
mesh3e1,Gauss-Seidel,True,True,True
mesh3e1,Jacobi,True,True,True
mesh3e1,SOR,True,True,True
mesh3em5,Gauss-Seidel,True,True,True
mesh3em5,Jacobi,True,True,True
mesh3em5,SOR,True,True,True
mhd3200a,Gauss-Seidel,False,False,False
mhd3200a,Jacobi,False,False,False
mhd3200a,SOR,False,False,False
mhd3200b,Gauss-Seidel,True,True,True
mhd3200b,Jacobi,False,False,False
mhd3200b,SOR,True,True,True
mhd4800a,Gauss-Seidel,False,False,False
mhd4800a,Jacobi,False,False,False
mhd4800a,SOR,False,False,False
mhd4800b,Gauss-Seidel,True,True,True
mhd4800b,Jacobi,False,False,False
mhd4800b,SOR,True,True,True
mhda416,Gauss-Seidel,False,False,False
mhda416,Jacobi,False,False,False
mhda416,SOR,False,False,False
mhdb416,Gauss-Seidel,True,True,True
mhdb416,Jacobi,False,False,False
mhdb416,SOR,True,True,True
mice_10NN,Gauss-Seidel,False,False,False
mice_10NN,Jacobi,False,False,False
mice_10NN,SOR,False,False,False
micromass_10NN,Gauss-Seidel,False,False,False
micromass_10NN,Jacobi,False,False,False
micromass_10NN,SOR,False,False,False
mnist_test_norm_10NN,Gauss-Seidel,False,False,False
mnist_test_norm_10NN,Jacobi,False,False,False
mnist_test_norm_10NN,SOR,False,False,False
msc00726,Gauss-Seidel,True,True,True
msc00726,Jacobi,False,False,False
msc00726,SOR,True,True,True
msc01050,Gauss-Seidel,False,False,False
msc01050,Jacobi,False,False,False
msc01050,SOR,False,False,False
msc01440,Gauss-Seidel,True,True,True
msc01440,Jacobi,False,False,False
msc01440,SOR,True,True,True
msc04515,Gauss-Seidel,False,False,False
msc04515,Jacobi,False,False,False
msc04515,SOR,False,False,False
nasa1824,Gauss-Seidel,False,False,False
nasa1824,Jacobi,False,False,False
nasa1824,SOR,False,False,False
nasa2146,Gauss-Seidel,True,True,True
nasa2146,Jacobi,False,False,False
nasa2146,SOR,True,True,True
nd3k,Gauss-Seidel,False,False,False
nd3k,Jacobi,False,False,False
nd3k,SOR,False,False,False
nemeth01,Gauss-Seidel,False,False,False
nemeth01,Jacobi,False,False,False
nemeth01,SOR,False,False,False
nemeth02,Gauss-Seidel,True,True,True
nemeth02,Jacobi,True,True,True
nemeth02,SOR,True,True,True
nemeth03,Gauss-Seidel,True,True,True
nemeth03,Jacobi,True,True,True
nemeth03,SOR,True,True,True
nemeth04,Gauss-Seidel,True,True,True
nemeth04,Jacobi,True,True,True
nemeth04,SOR,True,True,True
nemeth05,Gauss-Seidel,True,True,True
nemeth05,Jacobi,True,True,True
nemeth05,SOR,True,True,True
nemeth06,Gauss-Seidel,True,True,True
nemeth06,Jacobi,True,True,True
nemeth06,SOR,True,True,True
nemeth07,Gauss-Seidel,True,True,True
nemeth07,Jacobi,True,True,True
nemeth07,SOR,True,True,True
nemeth08,Gauss-Seidel,True,True,True
nemeth08,Jacobi,True,True,True
nemeth08,SOR,True,True,True
nemeth09,Gauss-Seidel,True,True,True
nemeth09,Jacobi,True,True,True
nemeth09,SOR,True,True,True
nemeth10,Gauss-Seidel,True,True,True
nemeth10,Jacobi,True,True,True
nemeth10,SOR,True,True,True
nemeth11,Gauss-Seidel,True,True,True
nemeth11,Jacobi,True,True,True
nemeth11,SOR,True,True,True
nemeth12,Gauss-Seidel,True,True,True
nemeth12,Jacobi,True,True,True
nemeth12,SOR,True,True,True
nemeth13,Gauss-Seidel,True,True,True
nemeth13,Jacobi,True,True,True
nemeth13,SOR,True,True,True
nemeth14,Gauss-Seidel,False,False,False
nemeth14,Jacobi,False,False,False
nemeth14,SOR,False,False,False
nemeth15,Gauss-Seidel,False,False,False
nemeth15,Jacobi,False,False,False
nemeth15,SOR,False,False,False
nemeth16,Gauss-Seidel,False,False,False
nemeth16,Jacobi,False,False,False
nemeth16,SOR,False,False,False
nemeth18,Gauss-Seidel,False,False,False
nemeth18,Jacobi,False,False,False
nemeth18,SOR,False,False,False
nemeth19,Gauss-Seidel,False,False,False
nemeth19,Jacobi,False,False,False
nemeth19,SOR,False,False,False
nemeth20,Gauss-Seidel,False,False,False
nemeth20,Jacobi,False,False,False
nemeth20,SOR,False,False,False
nemeth21,Gauss-Seidel,False,False,False
nemeth21,Jacobi,False,False,False
nemeth21,SOR,False,False,False
nemeth24,Gauss-Seidel,False,False,False
nemeth24,Jacobi,False,False,False
nemeth24,SOR,False,False,False
nemeth26,Gauss-Seidel,False,False,False
nemeth26,Jacobi,False,False,False
nemeth26,SOR,False,False,False
nnc1374,Gauss-Seidel,False,False,False
nnc1374,Jacobi,False,False,False
nnc1374,SOR,False,False,False
nnc261,Gauss-Seidel,False,False,False
nnc261,Jacobi,False,False,False
nnc261,SOR,False,False,False
nnc666,Gauss-Seidel,False,False,False
nnc666,Jacobi,False,False,False
nnc666,SOR,False,False,False
nos2,Gauss-Seidel,False,False,False
nos2,Jacobi,False,False,False
nos2,SOR,False,False,False
nos3,Gauss-Seidel,False,False,False
nos3,Jacobi,False,False,False
nos3,SOR,False,False,False
nos4,Gauss-Seidel,True,True,True
nos4,Jacobi,False,False,False
nos4,SOR,True,True,True
nos5,Gauss-Seidel,True,True,True
nos5,Jacobi,False,False,False
nos5,SOR,True,True,True
nos6,Gauss-Seidel,False,False,False
nos6,Jacobi,False,False,False
nos6,SOR,False,False,False
nos7,Gauss-Seidel,False,False,False
nos7,Jacobi,False,False,False
nos7,SOR,False,False,False
odepa400,Gauss-Seidel,True,False,False
odepa400,Jacobi,False,False,False
odepa400,SOR,False,False,False
olm100,Gauss-Seidel,False,False,False
olm100,Jacobi,False,False,False
olm100,SOR,False,False,False
olm1000,Gauss-Seidel,False,False,False
olm1000,Jacobi,False,False,False
olm1000,SOR,False,False,False
olm2000,Gauss-Seidel,False,False,False
olm2000,Jacobi,False,False,False
olm2000,SOR,False,False,False
olm500,Gauss-Seidel,False,False,False
olm500,Jacobi,False,False,False
olm500,SOR,False,False,False
olm5000,Gauss-Seidel,False,False,False
olm5000,Jacobi,False,False,False
olm5000,SOR,False,False,False
optdigits_10NN,Gauss-Seidel,False,False,False
optdigits_10NN,Jacobi,False,False,False
optdigits_10NN,SOR,False,False,False
orani678,Gauss-Seidel,False,False,False
orani678,Jacobi,False,False,False
orani678,SOR,False,False,False
orbitRaising_1,Gauss-Seidel,False,False,False
orbitRaising_1,Jacobi,False,False,False
orbitRaising_1,SOR,False,False,False
orbitRaising_2,Gauss-Seidel,False,False,False
orbitRaising_2,Jacobi,False,False,False
orbitRaising_2,SOR,False,False,False
orbitRaising_3,Gauss-Seidel,False,False,False
orbitRaising_3,Jacobi,False,False,False
orbitRaising_3,SOR,False,False,False
orbitRaising_4,Gauss-Seidel,False,False,False
orbitRaising_4,Jacobi,False,False,False
orbitRaising_4,SOR,False,False,False
orsirr_1,Gauss-Seidel,False,False,False
orsirr_1,Jacobi,False,False,False
orsirr_1,SOR,False,False,False
orsirr_2,Gauss-Seidel,False,False,False
orsirr_2,Jacobi,False,False,False
orsirr_2,SOR,False,False,False
orsreg_1,Gauss-Seidel,False,False,False
orsreg_1,Jacobi,False,False,False
orsreg_1,SOR,False,False,False
oscil_dcop_01,Gauss-Seidel,False,False,False
oscil_dcop_01,Jacobi,False,False,False
oscil_dcop_01,SOR,False,False,False
oscil_dcop_02,Gauss-Seidel,False,False,False
oscil_dcop_02,Jacobi,False,False,False
oscil_dcop_02,SOR,False,False,False
oscil_dcop_03,Gauss-Seidel,False,False,False
oscil_dcop_03,Jacobi,False,False,False
oscil_dcop_03,SOR,False,False,False
oscil_dcop_04,Gauss-Seidel,False,False,False
oscil_dcop_04,Jacobi,False,False,False
oscil_dcop_04,SOR,False,False,False
oscil_dcop_05,Gauss-Seidel,False,False,False
oscil_dcop_05,Jacobi,False,False,False
oscil_dcop_05,SOR,False,False,False
oscil_dcop_06,Gauss-Seidel,False,False,False
oscil_dcop_06,Jacobi,False,False,False
oscil_dcop_06,SOR,False,False,False
oscil_dcop_07,Gauss-Seidel,False,False,False
oscil_dcop_07,Jacobi,False,False,False
oscil_dcop_07,SOR,False,False,False
oscil_dcop_08,Gauss-Seidel,False,False,False
oscil_dcop_08,Jacobi,False,False,False
oscil_dcop_08,SOR,False,False,False
oscil_dcop_09,Gauss-Seidel,False,False,False
oscil_dcop_09,Jacobi,False,False,False
oscil_dcop_09,SOR,False,False,False
oscil_dcop_10,Gauss-Seidel,False,False,False
oscil_dcop_10,Jacobi,False,False,False
oscil_dcop_10,SOR,False,False,False
oscil_dcop_11,Gauss-Seidel,False,False,False
oscil_dcop_11,Jacobi,False,False,False
oscil_dcop_11,SOR,False,False,False
oscil_dcop_12,Gauss-Seidel,False,False,False
oscil_dcop_12,Jacobi,False,False,False
oscil_dcop_12,SOR,False,False,False
oscil_dcop_13,Gauss-Seidel,False,False,False
oscil_dcop_13,Jacobi,False,False,False
oscil_dcop_13,SOR,False,False,False
oscil_dcop_14,Gauss-Seidel,False,False,False
oscil_dcop_14,Jacobi,False,False,False
oscil_dcop_14,SOR,False,False,False
oscil_dcop_15,Gauss-Seidel,False,False,False
oscil_dcop_15,Jacobi,False,False,False
oscil_dcop_15,SOR,False,False,False
oscil_dcop_16,Gauss-Seidel,False,False,False
oscil_dcop_16,Jacobi,False,False,False
oscil_dcop_16,SOR,False,False,False
oscil_dcop_17,Gauss-Seidel,False,False,False
oscil_dcop_17,Jacobi,False,False,False
oscil_dcop_17,SOR,False,False,False
oscil_dcop_18,Gauss-Seidel,False,False,False
oscil_dcop_18,Jacobi,False,False,False
oscil_dcop_18,SOR,False,False,False
oscil_dcop_19,Gauss-Seidel,False,False,False
oscil_dcop_19,Jacobi,False,False,False
oscil_dcop_19,SOR,False,False,False
oscil_dcop_20,Gauss-Seidel,False,False,False
oscil_dcop_20,Jacobi,False,False,False
oscil_dcop_20,SOR,False,False,False
oscil_dcop_21,Gauss-Seidel,False,False,False
oscil_dcop_21,Jacobi,False,False,False
oscil_dcop_21,SOR,False,False,False
oscil_dcop_22,Gauss-Seidel,False,False,False
oscil_dcop_22,Jacobi,False,False,False
oscil_dcop_22,SOR,False,False,False
oscil_dcop_23,Gauss-Seidel,False,False,False
oscil_dcop_23,Jacobi,False,False,False
oscil_dcop_23,SOR,False,False,False
oscil_dcop_24,Gauss-Seidel,False,False,False
oscil_dcop_24,Jacobi,False,False,False
oscil_dcop_24,SOR,False,False,False
oscil_dcop_25,Gauss-Seidel,False,False,False
oscil_dcop_25,Jacobi,False,False,False
oscil_dcop_25,SOR,False,False,False
oscil_dcop_26,Gauss-Seidel,False,False,False
oscil_dcop_26,Jacobi,False,False,False
oscil_dcop_26,SOR,False,False,False
oscil_dcop_27,Gauss-Seidel,False,False,False
oscil_dcop_27,Jacobi,False,False,False
oscil_dcop_27,SOR,False,False,False
oscil_dcop_28,Gauss-Seidel,False,False,False
oscil_dcop_28,Jacobi,False,False,False
oscil_dcop_28,SOR,False,False,False
oscil_dcop_29,Gauss-Seidel,False,False,False
oscil_dcop_29,Jacobi,False,False,False
oscil_dcop_29,SOR,False,False,False
oscil_dcop_30,Gauss-Seidel,False,False,False
oscil_dcop_30,Jacobi,False,False,False
oscil_dcop_30,SOR,False,False,False
oscil_dcop_31,Gauss-Seidel,False,False,False
oscil_dcop_31,Jacobi,False,False,False
oscil_dcop_31,SOR,False,False,False
oscil_dcop_32,Gauss-Seidel,False,False,False
oscil_dcop_32,Jacobi,False,False,False
oscil_dcop_32,SOR,False,False,False
oscil_dcop_33,Gauss-Seidel,False,False,False
oscil_dcop_33,Jacobi,False,False,False
oscil_dcop_33,SOR,False,False,False
oscil_dcop_34,Gauss-Seidel,False,False,False
oscil_dcop_34,Jacobi,False,False,False
oscil_dcop_34,SOR,False,False,False
oscil_dcop_35,Gauss-Seidel,False,False,False
oscil_dcop_35,Jacobi,False,False,False
oscil_dcop_35,SOR,False,False,False
oscil_dcop_36,Gauss-Seidel,False,False,False
oscil_dcop_36,Jacobi,False,False,False
oscil_dcop_36,SOR,False,False,False
oscil_dcop_37,Gauss-Seidel,False,False,False
oscil_dcop_37,Jacobi,False,False,False
oscil_dcop_37,SOR,False,False,False
oscil_dcop_38,Gauss-Seidel,False,False,False
oscil_dcop_38,Jacobi,False,False,False
oscil_dcop_38,SOR,False,False,False
oscil_dcop_39,Gauss-Seidel,False,False,False
oscil_dcop_39,Jacobi,False,False,False
oscil_dcop_39,SOR,False,False,False
oscil_dcop_40,Gauss-Seidel,False,False,False
oscil_dcop_40,Jacobi,False,False,False
oscil_dcop_40,SOR,False,False,False
oscil_dcop_41,Gauss-Seidel,False,False,False
oscil_dcop_41,Jacobi,False,False,False
oscil_dcop_41,SOR,False,False,False
oscil_dcop_42,Gauss-Seidel,False,False,False
oscil_dcop_42,Jacobi,False,False,False
oscil_dcop_42,SOR,False,False,False
oscil_dcop_43,Gauss-Seidel,False,False,False
oscil_dcop_43,Jacobi,False,False,False
oscil_dcop_43,SOR,False,False,False
oscil_dcop_44,Gauss-Seidel,False,False,False
oscil_dcop_44,Jacobi,False,False,False
oscil_dcop_44,SOR,False,False,False
oscil_dcop_45,Gauss-Seidel,False,False,False
oscil_dcop_45,Jacobi,False,False,False
oscil_dcop_45,SOR,False,False,False
oscil_dcop_46,Gauss-Seidel,False,False,False
oscil_dcop_46,Jacobi,False,False,False
oscil_dcop_46,SOR,False,False,False
oscil_dcop_47,Gauss-Seidel,False,False,False
oscil_dcop_47,Jacobi,False,False,False
oscil_dcop_47,SOR,False,False,False
oscil_dcop_48,Gauss-Seidel,False,False,False
oscil_dcop_48,Jacobi,False,False,False
oscil_dcop_48,SOR,False,False,False
oscil_dcop_49,Gauss-Seidel,False,False,False
oscil_dcop_49,Jacobi,False,False,False
oscil_dcop_49,SOR,False,False,False
oscil_dcop_50,Gauss-Seidel,False,False,False
oscil_dcop_50,Jacobi,False,False,False
oscil_dcop_50,SOR,False,False,False
oscil_dcop_51,Gauss-Seidel,False,False,False
oscil_dcop_51,Jacobi,False,False,False
oscil_dcop_51,SOR,False,False,False
oscil_dcop_52,Gauss-Seidel,False,False,False
oscil_dcop_52,Jacobi,False,False,False
oscil_dcop_52,SOR,False,False,False
oscil_dcop_53,Gauss-Seidel,False,False,False
oscil_dcop_53,Jacobi,False,False,False
oscil_dcop_53,SOR,False,False,False
oscil_dcop_54,Gauss-Seidel,False,False,False
oscil_dcop_54,Jacobi,False,False,False
oscil_dcop_54,SOR,False,False,False
oscil_dcop_55,Gauss-Seidel,False,False,False
oscil_dcop_55,Jacobi,False,False,False
oscil_dcop_55,SOR,False,False,False
oscil_dcop_56,Gauss-Seidel,False,False,False
oscil_dcop_56,Jacobi,False,False,False
oscil_dcop_56,SOR,False,False,False
oscil_dcop_57,Gauss-Seidel,False,False,False
oscil_dcop_57,Jacobi,False,False,False
oscil_dcop_57,SOR,False,False,False
oscil_trans_01,Gauss-Seidel,False,False,False
oscil_trans_01,Jacobi,False,False,False
oscil_trans_01,SOR,False,False,False
pde225,Gauss-Seidel,True,True,True
pde225,Jacobi,True,True,True
pde225,SOR,False,False,False
pde2961,Gauss-Seidel,True,True,True
pde2961,Jacobi,True,True,True
pde2961,SOR,True,True,True
pde900,Gauss-Seidel,True,True,True
pde900,Jacobi,True,True,True
pde900,SOR,True,True,True
piston,Gauss-Seidel,False,False,False
piston,Jacobi,False,False,False
piston,SOR,False,False,False
pivtol,Gauss-Seidel,True,True,False
pivtol,Jacobi,True,True,False
pivtol,SOR,True,True,False
plantsmargin_12NN,Gauss-Seidel,False,False,False
plantsmargin_12NN,Jacobi,False,False,False
plantsmargin_12NN,SOR,False,False,False
plantstexture_10NN,Gauss-Seidel,False,False,False
plantstexture_10NN,Jacobi,False,False,False
plantstexture_10NN,SOR,False,False,False
plat1919,Gauss-Seidel,False,False,False
plat1919,Jacobi,False,False,False
plat1919,SOR,False,False,False
plat362,Gauss-Seidel,False,False,False
plat362,Jacobi,False,False,False
plat362,SOR,False,False,False
plbuckle,Gauss-Seidel,False,False,False
plbuckle,Jacobi,False,False,False
plbuckle,SOR,True,True,True
plsk1919,Gauss-Seidel,False,False,False
plsk1919,Jacobi,False,False,False
plsk1919,SOR,False,False,False
plskz362,Gauss-Seidel,False,False,False
plskz362,Jacobi,False,False,False
plskz362,SOR,False,False,False
poisson2D,Gauss-Seidel,True,True,True
poisson2D,Jacobi,True,True,True
poisson2D,SOR,True,True,True
poli,Gauss-Seidel,True,True,True
poli,Jacobi,True,True,True
poli,SOR,True,True,True
pores_1,Gauss-Seidel,True,True,False
pores_1,Jacobi,False,False,False
pores_1,SOR,False,False,False
pores_2,Gauss-Seidel,False,False,False
pores_2,Jacobi,False,False,False
pores_2,SOR,False,False,False
pores_3,Gauss-Seidel,False,False,False
pores_3,Jacobi,False,False,False
pores_3,SOR,False,False,False
problem1,Gauss-Seidel,False,False,False
problem1,Jacobi,False,False,False
problem1,SOR,False,False,False
psmigr_3,Gauss-Seidel,True,True,False
psmigr_3,Jacobi,False,False,False
psmigr_3,SOR,True,True,False
qh1484,Gauss-Seidel,False,False,False
qh1484,Jacobi,False,False,False
qh1484,SOR,False,False,False
qh768,Gauss-Seidel,False,False,False
qh768,Jacobi,False,False,False
qh768,SOR,False,False,False
qh882,Gauss-Seidel,False,False,False
qh882,Jacobi,False,False,False
qh882,SOR,False,False,False
radfr1,Gauss-Seidel,False,False,False
radfr1,Jacobi,False,False,False
radfr1,SOR,False,False,False
raefsky1,Gauss-Seidel,False,False,False
raefsky1,Jacobi,False,False,False
raefsky1,SOR,False,False,False
raefsky2,Gauss-Seidel,False,False,False
raefsky2,Jacobi,False,False,False
raefsky2,SOR,False,False,False
raefsky5,Gauss-Seidel,True,True,True
raefsky5,Jacobi,True,True,True
raefsky5,SOR,True,True,True
raefsky6,Gauss-Seidel,True,True,True
raefsky6,Jacobi,True,True,True
raefsky6,SOR,True,True,True
rail_1357,Gauss-Seidel,False,False,False
rail_1357,Jacobi,False,False,False
rail_1357,SOR,False,False,False
rail_5177,Gauss-Seidel,False,False,False
rail_5177,Jacobi,False,False,False
rail_5177,SOR,False,False,False
rajat03,Gauss-Seidel,False,False,False
rajat03,Jacobi,False,False,False
rajat03,SOR,True,True,False
rajat04,Gauss-Seidel,True,True,False
rajat04,Jacobi,True,True,False
rajat04,SOR,True,True,False
rajat05,Gauss-Seidel,True,True,False
rajat05,Jacobi,False,False,False
rajat05,SOR,False,False,False
rajat11,Gauss-Seidel,False,False,False
rajat11,Jacobi,False,False,False
rajat11,SOR,True,True,False
rajat12,Gauss-Seidel,True,True,False
rajat12,Jacobi,True,True,False
rajat12,SOR,True,True,False
rajat13,Gauss-Seidel,True,True,False
rajat13,Jacobi,True,True,False
rajat13,SOR,True,True,False
rajat14,Gauss-Seidel,True,True,False
rajat14,Jacobi,True,True,False
rajat14,SOR,True,True,False
rajat19,Gauss-Seidel,False,False,False
rajat19,Jacobi,False,False,False
rajat19,SOR,False,False,False
rand_001_n5,Gauss-Seidel,False,False,False
rand_001_n5,Jacobi,False,False,False
rand_001_n5,SOR,False,False,False
rand_002_n6,Gauss-Seidel,True,True,False
rand_002_n6,Jacobi,True,True,False
rand_002_n6,SOR,False,False,False
rand_003_n7,Gauss-Seidel,False,False,False
rand_003_n7,Jacobi,False,False,False
rand_003_n7,SOR,False,False,False
rand_004_n8,Gauss-Seidel,False,False,False
rand_004_n8,Jacobi,False,False,False
rand_004_n8,SOR,False,False,False
rand_005_n9,Gauss-Seidel,False,False,False
rand_005_n9,Jacobi,False,False,False
rand_005_n9,SOR,False,False,False
rand_006_n10,Gauss-Seidel,False,False,False
rand_006_n10,Jacobi,False,False,False
rand_006_n10,SOR,False,False,False
rand_007_n11,Gauss-Seidel,False,False,False
rand_007_n11,Jacobi,False,False,False
rand_007_n11,SOR,False,False,False
rand_008_n12,Gauss-Seidel,False,False,False
rand_008_n12,Jacobi,False,False,False
rand_008_n12,SOR,False,False,False
rand_009_n13,Gauss-Seidel,False,False,False
rand_009_n13,Jacobi,False,False,False
rand_009_n13,SOR,False,False,False
rand_010_n13,Gauss-Seidel,False,False,False
rand_010_n13,Jacobi,False,False,False
rand_010_n13,SOR,False,False,False
rand_011_n14,Gauss-Seidel,False,False,False
rand_011_n14,Jacobi,False,False,False
rand_011_n14,SOR,False,False,False
rand_012_n15,Gauss-Seidel,False,False,False
rand_012_n15,Jacobi,False,False,False
rand_012_n15,SOR,False,False,False
rand_013_n16,Gauss-Seidel,False,False,False
rand_013_n16,Jacobi,False,False,False
rand_013_n16,SOR,False,False,False
rand_014_n17,Gauss-Seidel,False,False,False
rand_014_n17,Jacobi,False,False,False
rand_014_n17,SOR,False,False,False
rand_015_n18,Gauss-Seidel,False,False,False
rand_015_n18,Jacobi,False,False,False
rand_015_n18,SOR,False,False,False
rand_016_n19,Gauss-Seidel,False,False,False
rand_016_n19,Jacobi,False,False,False
rand_016_n19,SOR,False,False,False
rand_017_n20,Gauss-Seidel,False,False,False
rand_017_n20,Jacobi,False,False,False
rand_017_n20,SOR,False,False,False
rand_018_n21,Gauss-Seidel,False,False,False
rand_018_n21,Jacobi,False,False,False
rand_018_n21,SOR,False,False,False
rand_019_n22,Gauss-Seidel,False,False,False
rand_019_n22,Jacobi,False,False,False
rand_019_n22,SOR,False,False,False
rand_020_n23,Gauss-Seidel,False,False,False
rand_020_n23,Jacobi,False,False,False
rand_020_n23,SOR,False,False,False
rand_021_n24,Gauss-Seidel,False,False,False
rand_021_n24,Jacobi,False,False,False
