domain,name,rows,cols,nnz,kind
optimal_control_problem,spaceStation_8,1157,1157,9797,optimal control problem
optimal_control_problem,spaceStation_9,1180,1180,10168,optimal control problem
model_reduction_problem,spiral,1434,1434,9831,model reduction problem
computational_fluid_dynamics_problem,steam1,240,240,3762,computational fluid dynamics problem
computational_fluid_dynamics_problem,steam2,600,600,13760,computational fluid dynamics problem
computational_fluid_dynamics_problem,steam3,80,80,928,computational fluid dynamics problem
optimization_problem,str_0,363,363,2454,optimization problem sequence
optimization_problem,str_200,363,363,3068,subsequent optimization problem
optimization_problem,str_400,363,363,3157,subsequent optimization problem
optimization_problem,str_600,363,363,3279,subsequent optimization problem
structural_problem,sts4098,4098,4098,38227,structural problem
semiconductor_device_problem,swang1,3169,3169,20841,semiconductor device problem sequence
semiconductor_device_problem,swang2,3169,3169,20841,subsequent semiconductor device problem
structural_problem,t2d_q4,9801,9801,87025,structural problem sequence
structural_problem,t2d_q9,9801,9801,87025,structural problem sequence
model_reduction_problem,t2dal,4257,4257,20861,model reduction problem
model_reduction_problem,t2dal_a,4257,4257,20861,duplicate model reduction problem
model_reduction_problem,t2dal_bci,4257,4257,20861,model reduction problem
model_reduction_problem,t2dal_e,4257,4257,4257,duplicate model reduction problem
thermal_problem,thermal,3456,3456,66528,thermal problem
computational_fluid_dynamics_problem,tols1090,1090,1090,3546,computational fluid dynamics problem
computational_fluid_dynamics_problem,tols2000,2000,2000,5184,computational fluid dynamics problem
computational_fluid_dynamics_problem,tols340,340,340,2196,computational fluid dynamics problem
computational_fluid_dynamics_problem,tols4000,4000,4000,8784,computational fluid dynamics problem
computational_fluid_dynamics_problem,tols90,90,90,1746,computational fluid dynamics problem
computer_graphics_vision_problem,tomography,500,500,28726,computer graphics/vision problem
computational_fluid_dynamics_problem,tub100,100,100,396,computational fluid dynamics problem
computational_fluid_dynamics_problem,tub1000,1000,1000,3996,computational fluid dynamics problem
optimal_control_problem,tumorAntiAngiogenesis_1,205,205,953,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_2,305,305,1441,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_3,410,410,2099,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_4,455,455,2433,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_5,460,460,2483,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_6,465,465,2537,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_7,475,475,2441,optimal control problem
optimal_control_problem,tumorAntiAngiogenesis_8,490,490,2535,optimal control problem
undirected_weighted_graph,umistfacesnorm_10NN,575,575,3495,undirected weighted graph
electromagnetics_problem,utm1700b,1700,1700,21509,electromagnetics problem
electromagnetics_problem,utm300,300,300,3155,electromagnetics problem
electromagnetics_problem,utm3060,3060,3060,42211,electromagnetics problem
electromagnetics_problem,utm5940,5940,5940,83842,electromagnetics problem
materials_problem,viscoplastic1,4326,4326,61166,materials problem
semiconductor_device_problem,wang1,2903,2903,19093,semiconductor device problem sequence
semiconductor_device_problem,wang2,2903,2903,19093,subsequent semiconductor device problem
computational_fluid_dynamics_problem,watt_1,1856,1856,11360,computational fluid dynamics problem
computational_fluid_dynamics_problem,watt_2,1856,1856,11550,computational fluid dynamics problem
chemical_process_simulation_problem,west0067,67,67,294,chemical process simulation problem
chemical_process_simulation_problem,west0132,132,132,414,chemical process simulation problem
chemical_process_simulation_problem,west0156,156,156,371,chemical process simulation problem
chemical_process_simulation_problem,west0167,167,167,507,chemical process simulation problem
chemical_process_simulation_problem,west0381,381,381,2157,chemical process simulation problem
chemical_process_simulation_problem,west0479,479,479,1910,chemical process simulation problem
chemical_process_simulation_problem,west0497,497,497,1727,chemical process simulation problem
chemical_process_simulation_problem,west0655,655,655,2854,chemical process simulation problem
chemical_process_simulation_problem,west0989,989,989,3537,chemical process simulation problem
chemical_process_simulation_problem,west1505,1505,1505,5445,chemical process simulation problem
chemical_process_simulation_problem,west2021,2021,2021,7353,chemical process simulation problem
computational_fluid_dynamics_problem,windtunnel_evap2d,8256,8256,233468,computational fluid dynamics problem
eigenvalue_model_reduction_problem,ww_36_pmec_36,66,66,1194,eigenvalue/model reduction problem
undirected_weighted_graph,yeast_30NN,1484,1484,31175,undirected weighted graph
acoustics_problem,young3c,841,841,3988,acoustics problem
optimization_problem,zenios,2873,2873,15032,optimization problem
random_matrices,rand_001_n5,5,5,25,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_002_n6,6,6,36,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_003_n7,7,7,49,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_004_n8,8,8,64,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_005_n9,9,9,81,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_006_n10,10,10,100,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_007_n11,11,11,121,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_008_n12,12,12,144,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_009_n13,13,13,169,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_010_n13,13,13,169,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_011_n14,14,14,196,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_012_n15,15,15,225,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_013_n16,16,16,256,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_014_n17,17,17,289,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_015_n18,18,18,324,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_016_n19,19,19,361,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_017_n20,20,20,400,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_018_n21,21,21,441,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_019_n22,22,22,484,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_020_n23,23,23,529,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_021_n24,24,24,576,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_022_n25,25,25,625,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_023_n26,26,26,676,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_024_n27,27,27,729,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_025_n28,28,28,784,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_026_n30,30,30,900,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_027_n31,31,31,961,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_028_n32,32,32,1024,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_029_n34,34,34,1156,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_030_n35,35,35,1225,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_031_n36,36,36,1296,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_032_n38,38,38,1444,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_033_n38,38,38,1444,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_034_n40,40,40,1600,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_035_n41,41,41,1681,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_036_n43,43,43,1849,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_037_n45,45,45,2025,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_038_n47,47,47,2209,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_039_n48,48,48,2304,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_040_n49,49,49,2401,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_041_n51,51,51,2601,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_042_n51,51,51,2601,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_043_n53,53,53,2809,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_044_n55,55,55,3025,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_045_n57,57,57,3249,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_046_n60,60,60,3600,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_047_n62,62,62,3844,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_048_n65,65,65,4225,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_049_n68,68,68,4624,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_050_n71,71,71,5041,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_051_n74,74,74,5476,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_052_n76,76,76,5776,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_053_n77,77,77,5929,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_054_n80,80,80,6400,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_055_n83,83,83,6889,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_056_n83,83,83,6889,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_057_n87,87,87,7569,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_058_n90,90,90,8100,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_059_n94,94,94,8836,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_060_n98,98,98,9604,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_061_n98,98,98,9604,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_062_n102,102,102,10404,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_063_n107,107,107,11449,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_064_n111,111,111,12321,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_065_n113,113,113,12769,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_066_n116,116,116,13456,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_067_n121,121,121,14641,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_068_n126,126,126,15876,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_069_n131,131,131,17161,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_070_n137,137,137,18769,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_071_n143,143,143,20449,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_072_n149,149,149,22201,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_073_n155,155,155,24025,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_074_n161,161,161,25921,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_075_n168,168,168,28224,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_076_n175,175,175,30625,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_077_n183,183,183,33489,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_078_n190,190,190,36100,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_079_n198,198,198,39204,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_080_n207,207,207,42849,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_081_n208,208,208,43264,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_082_n215,215,215,46225,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_083_n218,218,218,47524,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_084_n223,223,223,49729,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_085_n225,225,225,50625,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_086_n229,229,229,52441,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_087_n234,234,234,54756,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_088_n239,239,239,57121,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_089_n244,244,244,59536,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_090_n254,254,254,64516,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_091_n259,259,259,67081,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_092_n261,261,261,68121,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_093_n262,262,262,68644,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_094_n265,265,265,70225,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_095_n276,276,276,76176,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_096_n277,277,277,76729,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_097_n280,280,280,78400,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_098_n288,288,288,82944,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_099_n293,293,293,85849,"random matrix (uniform [-100,100], base-paper scheme)"
random_matrices,rand_100_n300,300,300,90000,"random matrix (uniform [-100,100], base-paper scheme)"
